id,name,community,degree
facebook.com/groups/514151385635443,Grupo de Columna Trabajadora,8,98
facebook.com/groups/412013190008129,C5N EN VIVO (La realidad),8,147
facebook.com/groups/1774042359480403,Manifiesto Argentino grupo de debate,8,46
facebook.com/groups/571846539510281,A CARA LAVADA,8,9
facebook.com/groups/122086747933311,JORNAL CORREIO DO OESTE,2,39
facebook.com/groups/280423968748550,BOLSONARENTISMO TERR0R111ST4 DEVE SER DESTRUÍDO,2,12
facebook.com/groups/1752451248321496,Info Seputar Kota Bitung,35,3
facebook.com/groups/1458482084233439,TOD☀️S con Alberto Y Cristina,8,68
facebook.com/198021666971291,Restless Patriot,7,9
facebook.com/785637551589456,America First News,7,6
facebook.com/groups/1016609821855744,PAPAR TERKINI,42,38
facebook.com/groups/1023232574450703,Penduduk Taman Telipok Ria,42,38
facebook.com/groups/112972415389096,Membakut,42,38
facebook.com/groups/114287405263832,KINARUT,42,50
facebook.com/groups/1202895580176208,Niaga Anak Sabah | Sabahan,42,38
facebook.com/groups/121193117999435,Donggongon Penampang,42,38
facebook.com/groups/122327285138534,PaparKitani,42,38
facebook.com/groups/1298976246962270,SANDAKANKINI@,42,69
facebook.com/groups/1332469897093142,Inanam Updates,42,38
facebook.com/groups/139883376844535,Sayang Beaufort,42,38
facebook.com/groups/142914453433712,Bilik Sewa Murah,42,67
facebook.com/groups/1434736613235871,WARGA SANDAKAN,42,67
facebook.com/groups/167120656641017,Tawau,42,38
facebook.com/groups/167806100722247,SANDAKAN BOSKU,42,67
facebook.com/groups/169080013161097,KINARUT,42,38
facebook.com/groups/179632962634051,SABAHAN ON9,42,45
facebook.com/groups/1847195775596509,COD PAPAR,42,38
facebook.com/groups/197618397092997,KUNAK KINI,42,69
facebook.com/groups/2116512948453762,Sabah Online Marketplace,42,38
facebook.com/groups/232958061630762,Telipok Ria,42,38
facebook.com/groups/241319006938439,Kota Kinabalu Kini,42,73
facebook.com/groups/254561341337631,Daerah Papar Info and Issue Group,42,38
facebook.com/groups/257977521922128,Group info orang Sabah,42,97
facebook.com/groups/2877369445875460,SABAHAN ON9,42,45
facebook.com/groups/298478680510900,SANDAKAN KINI ❤,42,38
facebook.com/groups/3042796635991576,Jual Beli Telipok Ria,42,38
facebook.com/groups/310452745694426,SABAH LOCAL BUSINESS,42,69
facebook.com/groups/358492068260081,Sabah Online Marketplace,42,69
facebook.com/groups/364152864083502,beaufort info seluruh sabah group,42,45
facebook.com/groups/374345003986094,TAWAU KITA,42,38
facebook.com/groups/383701040225558,INFO TUARAN,42,38
facebook.com/groups/3847113748685217,Beaufort Sabahan  group,42,45
facebook.com/groups/438733199608619,Niaga Anak Sabah | Sabahan,42,45
facebook.com/groups/440345513253386,Berita Terkini Tawau,42,38
facebook.com/groups/475242754148912,Pasar Online Kudat,42,72
facebook.com/groups/573773116295166,SANDAKANKINI1,42,69
facebook.com/groups/764409443588146,Penduduk PAPAR/KINARUT/BONGAWAN/KIMANIS,42,42
facebook.com/groups/854964928249358,TUARAN KITA KITA JUGA BAH,42,38
facebook.com/groups/1801970476713965,CFK(Convocatoria Federal Kirchnerista),8,83
facebook.com/groups/1881204728792208,Frente de Todos,8,75
facebook.com/groups/638975962964136,Peronismo Unido ✌️,8,124
facebook.com/groups/1403784283186249,Feira do Rolo de Caldas Novas,25,13
facebook.com/groups/1824772714440551,CaldasNovasMilGrau,25,12
facebook.com/groups/1463828940573465,BYLI JSME I PŘED EU A BUDEME I PO NÍ..,5,1
facebook.com/groups/116282198460626,RED INTERACTIVA DE MOV. SOCIALES REVOLUCIONARIOS,8,7
facebook.com/groups/1698534150447597,Morena en el Exterior / Estados Unidos,1,401
facebook.com/groups/171090920259784,FUERZAS TIGRE DE SIRIA,8,25
facebook.com/groups/2120539154732440,Nicaragua Sandinista 🇳🇮,8,7
facebook.com/groups/346757416184649,Bolivia Soberana🇧🇴,8,7
facebook.com/groups/464087820706033,Yemen libre del terrorismo🇾🇪,8,7
facebook.com/groups/715623768825017,America Latina ed il Resto del Mondo,8,7
facebook.com/groups/266205186806182,AHO NAKURA UMUKUNZI,15,9
facebook.com/groups/2852944224942365,RWANDAN GIRLS BEAUTY,15,43
facebook.com/groups/3028171440734952,AMAKURU YO MUHIRA MU BURUNDI,15,13
facebook.com/groups/121924211772901,LA PATRIA ES EL OTRO,8,75
facebook.com/groups/1311442535633573,GRUPO DE ADN PERIODISMO FED.,8,150
facebook.com/groups/1458761417739326,MOVIMIENTO NACIONAL ALFONSINISTA FORJA I NACIONAL,8,80
facebook.com/groups/1522502281315615,"JORGE TAIANA, leal al PROYECTO NACIONAL.",8,39
facebook.com/groups/1316484505104324,Empoderamiento Popular (Somos 43.000 | Grupo de VLV-Viralizando La Verdad),8,158
facebook.com/groups/1178998215531508,Resistiendo con Aguante (2),8,133
facebook.com/groups/297415804267836,SERGIO MASSA 2023,8,9
facebook.com/groups/530634347483288,SERGIO MASSA 2023 Frente Renovador,8,40
facebook.com/groups/126037571353017,Yerba Buena Comunicado,8,1
facebook.com/groups/2778508725552291,DAKWAH USTAD ABDUL SOMAD,14,21
facebook.com/groups/1298625573634387,ALBERTO Y CRISTINA FERNANDEZ 2019,8,49
facebook.com/groups/1862187364055085,CRISTINISTAS PARA LA VICTORIA,8,135
facebook.com/groups/1979357135555537,Cuentos para pensar de Jorge Bucay y reflexiones,8,17
facebook.com/groups/3081043308587705,Frente de Todos Campaña 2021,8,15
facebook.com/groups/580198508797943,CFK UNIÓN POR LA PATRIA 2023.,8,81
facebook.com/groups/1804698599547019,Nova Dobra Zemlja OGLASI,43,4
facebook.com/groups/1815606602093876,PROTESTI BG,43,4
facebook.com/groups/263986060324871,ASOCIJACIJA POLJOPRIVREDNIKA,43,4
facebook.com/groups/298313793650485,Руске вести,43,4
facebook.com/144301939056471,Prima ZOOM,5,16
facebook.com/groups/1869264033346071,AQUI ENTRE SALVADOREÑOS,18,9
facebook.com/groups/1323892271806844,NYAMBO,15,5
facebook.com/groups/2316245788695205,Byina-Trap-Gangz,15,6
facebook.com/groups/2956956371278607,Pecinta habib rifky alydrus,41,8
facebook.com/groups/455916008574160,MAGNET REZEKI MENDUNIA,41,15
facebook.com/groups/571132630791662,Dahsyatnya Keajaiban Rezeki,14,4
facebook.com/102544412037290,Veci-Verejné.sk,44,1
facebook.com/groups/426746084343584,Cadena Nacional (Somos 75.000 | Grupo de VLV - Viralizando La Verdad),8,206
facebook.com/groups/1151680202012086,Nail Technicians 💅 Jobs and Trainings,15,34
facebook.com/groups/1229304913898934,Umgosi wase jozini 󱢏,45,1100
facebook.com/groups/1256595954511320,"KOLO , THABANA MORENA, THABANA MAHLANYA, SEMONKONG,BOCHABELA",45,1430
facebook.com/groups/1315363368660086,"MPATAMATO 21,22,23,24,25,26,27 and Kawama Reloaded.",15,34
facebook.com/groups/1380369258777887,"Chris Brown, Tyga & Alucard Nolan Song Lyrics",15,34
facebook.com/groups/1715775665266186,BREAKING NEWS IN NIGERIA,15,34
facebook.com/groups/200286352540453,ZUHRA .....From Denmark INTER - 10-Ment,45,95
facebook.com/groups/2271070633143371,"LEROY MNISI's Lil Tjay, Lil Baby, Lil Durk, Polo G (Lil Capalot) & GloRilla",45,1276
facebook.com/groups/2360233714155388,Kenyan singles 20 to 45 years seeking true love,15,34
facebook.com/groups/246771492448185,MusiholiQ,45,434
facebook.com/groups/269203378471762,BUILDING ENGINEER,15,34
facebook.com/groups/272249817175988,SWIRILO SWA VAVANUNA NA VAVASATI,15,34
facebook.com/groups/2882691215389981,Zombadeiros & skhotanes Vol 3 ❤🐊,45,285
facebook.com/groups/295191947826059,NISKA CHARO,15,34
facebook.com/groups/2986772878219281,ASEYORI EDA NIPA EWE ATI EGBO,45,68
facebook.com/groups/303176827757778,AESTHETICALLY 愛,15,34
facebook.com/groups/317318609231352,SUNKING LIGHTS Kindly whats app  0101757782,15,34
facebook.com/groups/3272142286158651,Milele fm katiana show fans,15,34
facebook.com/groups/355852657907177,BUKAVU BISODO (remix),15,36
facebook.com/groups/363428102628325,Palmpay Nigeria,15,34
facebook.com/groups/396275797756400,♥Love Quotes♥,45,261
facebook.com/groups/405004220381993,Mua Bán Acc Free Fire🇻🇳,15,34
facebook.com/groups/434991109894845,CLUBE FERROVIARIO DA BEIRA,15,34
facebook.com/groups/435990049859994,IBIBERA MU KARERE KA RUTSIRO,15,229
facebook.com/groups/445304200077205,Asiri awon agba,45,154
facebook.com/groups/516577319638708,Lil Tjay(Lyrics  FaNs ✌❤),45,290
facebook.com/groups/518170822290812,THE ARSENAL FANS CLUB NIGERIA,15,34
facebook.com/groups/531393310715777,Msinga Comedians 1,45,1371
facebook.com/groups/605642570343556,WAPENDA DOSHI PEKEE,15,34
facebook.com/groups/625405305547067,KENYA RABBIT FARMERS,15,34
facebook.com/groups/668937407330142,UJKZ INFORMATIONS,15,34
facebook.com/groups/670819111112944,DSTV Premiership�Fans��,15,34
facebook.com/groups/675050574436899,NAGAMAR ndi N'thakati Wachi Korea> Denmark Entertainment,45,160
facebook.com/groups/690734762295867,KETCH ORIGINAL TOUT SORTIE,45,155
facebook.com/groups/2732018187084322,"Bubuhan Gunung Lingai,Lempake,mugirejo",46,19
facebook.com/groups/1672068882847089,COMITÉ DE BASE BRIGADA COMANDANTE MARCIAL,18,2
facebook.com/groups/470705560089299,La lucha continúa!!!,18,2
facebook.com/1410993892279167,A Gazeta Petista,2,159
facebook.com/376836219188958,Perolas dos Coxinhas,2,145
facebook.com/groups/1678789269076911,Todos contra a globo e todos a favor do Lula.,2,139
facebook.com/groups/199716766856141,"NOVA LUTA DA CLASSE TRABALHADORA, OLHO D'ÁGUA DAS FLORES-AL",2,5
facebook.com/groups/205865043454819,BLOG DO GOMES DE INAJÁ,2,21
facebook.com/groups/556704424506150,UNIDAD CFK PATAGONIA.,8,8
facebook.com/groups/1975742749132569,Warga SumberJaya Tambun Selatan,47,21
facebook.com/groups/2125056484322288,WARGA TAMBUN - BEKASI,47,4
facebook.com/groups/2133130440064004,WARGA TAMBUN SELATAN,47,17
facebook.com/groups/366089941204571,JUAL BELI MOTOR CIKARANG,47,17
facebook.com/groups/212226704892857,Avante Brasil,2,32
facebook.com/groups/231996431166824,ANTI-OĽANO ľudia proti liberalnej politike.,5,21
facebook.com/groups/1394042267397444,Volvimos Mejores ✔️,8,83
facebook.com/groups/1515152412116232,Lectores de datadiario.com,8,108
facebook.com/groups/238446244184507,TODOS con Alberto y Cristina,8,31
facebook.com/groups/373470713448,Autoconvocados 678 Facebook,8,80
facebook.com/groups/383310655463567,CFK SENADORA,8,87
facebook.com/groups/384587169126818,"Roman Giertych.  Wolne Media, Wolne Sądy,  Wolni Ludzie.",11,76
facebook.com/groups/427990944066576,My narod  Demokratyczne RP,11,4
facebook.com/groups/671966513253073,"❤️ Radosław Sikorski na przyszłego premiera RP, a Trzaskowski na prezydenta",11,48
facebook.com/groups/192961960731732,DZIEKI BOGU JESTEM ATEISTĄ,11,1
facebook.com/groups/1080795485687992,ABAKOBWA BEZA LIA-SHOP,15,107
facebook.com/744302492306899,LULA o Melhor Presidente do Brasil,2,67
facebook.com/groups/1299117223576980,União Patriota (Oficial) - (RBA),2,12
facebook.com/groups/1304498436585100,Exército do Bolsonaro (RBA),2,12
facebook.com/groups/1737395983230724,Cikuta Política BR,2,9
facebook.com/groups/2212441505671787,Carlos Bolsonaro,2,60
facebook.com/groups/435756547367153,Tarcísio G Freitas (Ministro)Oficial - (RBA),2,22
facebook.com/groups/451221162141676,Amor à Pátria - (RBA),2,12
facebook.com/groups/585601554798011,PORTA DE PRIVADA.,2,27
facebook.com/groups/725006565026794,Eu apoio Bolsonaro 2022 - (RBA),2,12
facebook.com/groups/1165978817148145,SERGIO MASSA 2023 Agrupación Justicia Social Saladero Cabal Dep Garay,8,31
facebook.com/groups/879399255553384,unión por la patria CFK,8,197
facebook.com/groups/132815116865480,MILITANCIA KIRCHNERISTA,8,77
facebook.com/groups/357521568209968,Alberto Fernández Presidente,8,251
facebook.com/groups/101682046687128,Seguidores de CARRIÓ,8,41
facebook.com/groups/148892238552728,Vivo en La Colonia,8,9
facebook.com/137248306367836,14th District GOP of Georgia,48,3
facebook.com/921707521252404,Fulton Republican Assembly,48,3
facebook.com/groups/152955070082678,Living in Gilchrist County Florida,48,3
facebook.com/groups/268188327810738,Progressistas x Conservadores,2,63
facebook.com/groups/254044019133199,Bolsonaro 2026 👑✅,2,93
facebook.com/groups/448636486255466,COPPOLLA NEWS,2,8
facebook.com/groups/3413177295416411,CARLA ZAMBELLI SENADORA,2,46
facebook.com/groups/1158746718372355,OLSHOP SERBA MURAH,14,180
facebook.com/groups/1182311972542706,Olshop Serba 35 Ribuan (Grosir & Ecer),14,181
facebook.com/groups/127427530665014,INFO BANTUAN SOSIAL 2023,14,100
facebook.com/groups/1748245222158529,NUSANTARA DAGANG,14,100
facebook.com/groups/2055051864787269,RESEP CANTIK,14,144
facebook.com/groups/223506755946249,INFORMASI SEPUTAR BANSOS INDONESIA,14,99
facebook.com/groups/2474657389255484,CINTA ISLAM,14,144
facebook.com/groups/268823954162063,ANEKA RESEP DAPUR BUNDA,14,144
facebook.com/groups/2830576293902389,Inspirasi Nama Bayi Indah dan Unik,14,65
facebook.com/groups/309573267344727,SEGALA DASTER MURAH,14,175
facebook.com/groups/310412953954751,Kumpulan Ibu Hamil & Nama Bayi Modern,14,65
facebook.com/groups/343495659674510,GROSIR PAKAIAN SERBA MURAH,14,147
facebook.com/groups/394207838992561,Pilihan Nama Bayi Modern Terbaik,14,65
facebook.com/groups/466362114206574,TERPAKSA MENIKAHI TUAN MUDA (TMTM LOVERS),14,144
facebook.com/groups/499294382297263,Update Nama Bayi Terbaru,14,55
facebook.com/groups/6117673511577806,Rangkaian Nama Bayi Modern Indah,14,65
facebook.com/groups/799542097573943,Pilihan Nama Bayi Indah dan Unik,14,55
facebook.com/groups/811310806390691,Nama Bayi Islam Indah,14,122
facebook.com/groups/1280319212021868,LA VERDAD DEL FUJIMORISMO,19,74
facebook.com/groups/1405103802942151,PERIODISTAS VALIENTES PERU,19,116
facebook.com/groups/282001302147849,KEIKO NUNCA MAS,19,60
facebook.com/groups/1713002432303227,Frente Ciudadano volveremos,8,97
facebook.com/groups/225353631551429,#AquíSiNoSeHablaMalDeChávez,8,34
facebook.com/groups/597249417857121,Axel Kicillof Club de seguidores,8,139
facebook.com/groups/260454314481919,KEAJAIBAN SHOLAT TAHAJJUD,14,49
facebook.com/groups/812696255843947,Pecinta Ustadz Das'ad Latif,14,35
facebook.com/groups/609045551018064,Boss Graphy ✊📸,15,2
facebook.com/groups/246635332685568,kuliner cikampek ( kunci ),34,10
facebook.com/groups/252690289178688,PASAR FASHION CIKAMPEK(KUTACI 4),34,10
facebook.com/1491942557694906,Escándalo los Tuxtlas,1,1
facebook.com/groups/1547420815578490,Compra y venta CUARTEL V (Moreno y alrededores),8,2
facebook.com/groups/251683421957477,Vecinos de Villa Anita Moreno,8,9
facebook.com/groups/214172419298511,Izquierda Visión,49,2
facebook.com/groups/2601193360027030,Vi som har fått nok av den norske korrupte makteliten!,39,21
facebook.com/groups/639580836794947,Nei til klimahysteri,39,2
facebook.com/groups/325676157790793,"Přátelé, kterým se líbí Andrej Babiš I",5,26
facebook.com/1593335304295669,De nasjonalkonservative.,39,2
facebook.com/groups/476847646734956,Anti-globalistene,39,3
facebook.com/groups/1202590076897533,KENYA ARMY RECRUITMENT (2022-2023),4,328
facebook.com/groups/1340302213372339,KENYANS WORKING IN SAUDI ARABIA 🌹🇰🇪🌷 (JITEGEMEE)✔️,15,5
facebook.com/1579108482163083,🇧🇷 Brasil direita Patriota 🇧🇷,2,30
facebook.com/groups/1288091098199713,DIREITA PARÁ 🔰,2,11
facebook.com/groups/141967874788902,Brasil com Bolsonaro,2,17
facebook.com/groups/288206467996208,Eu Amo Sítio Novo - MA,2,11
facebook.com/groups/453636478118206,JAIR MESSIAS BOLSONARO,2,11
facebook.com/1848748862106661,POLSKĘ KOCHAM I SZANUJĘ 🇵🇱,50,1
facebook.com/groups/1950146268671991,Rarara Rarara,15,5
facebook.com/groups/2112383842378734,Grupo Anti Bolsonaro #ForaBolsonaro,2,31
facebook.com/groups/181084332092219,News1,31,8
facebook.com/groups/212846725523793,Diaspora News/Новости Диаспоры/Սփյուռքի Լուրեր,31,8
facebook.com/groups/323012197814131,Top-news.am,31,7
facebook.com/groups/755471897900507,լրատվական,31,8
facebook.com/groups/323160216419267,Keajaiban Sholat Tahajud,14,28
facebook.com/groups/356983896418845,Pengajian Gus Baha,14,28
facebook.com/groups/1030748747378370,DASHIMU 250,15,91
facebook.com/210778132327279,Prima,5,1
facebook.com/631885146977688,The Epoch Times Los Angeles,9,4
facebook.com/groups/565098544264960,Aliança pelo Brasil 22,2,292
facebook.com/groups/2137260079913730,Urubyiruko Rwa #NYAMASHEKE.,15,56
facebook.com/groups/292382025410403,B&B FM UMWEZI,15,26
facebook.com/groups/482495396870840,Buryohe TV,15,36
facebook.com/groups/244301002773429,IGITUBA CY'IMISHINO KINYARA,15,4
facebook.com/groups/667134113334963,UFITUGUTWI NIYUMVE IBYUMWUKA ABWIR'AMATORERO,15,79
facebook.com/groups/149241989130440,EMBU DAS ARTES - SP/CRÍTICAS E SOLUÇÕES E POLÍTICAS POR UMA CIDADE MELHOR,2,30
facebook.com/groups/174395412658259,Itapecerica da Serra,2,30
facebook.com/groups/1592695730780319,Vendas e Trocas Rio das Ostras e Macaé,2,3
facebook.com/groups/1357320507623470,Grop wong kecamatan Mojo,16,6
facebook.com/830933696918701,BENDITAS REDES SOCIALES,1,580
facebook.com/groups/2221314224821500,La Cuarta Transformación de México,1,12
facebook.com/groups/405126277352395,Camino hacia el futuro: Unidos por el cambio,1,240
facebook.com/groups/501866873809703,AMLO Mexicanos Desde USA Te Apoyamos,1,271
facebook.com/groups/583824745449259,UNIDOS CON AMLO,1,142
facebook.com/groups/660124524128377,CHINGUEN A SU MADRE LOS CONSERVAS 🐀🐀🐀,1,232
facebook.com/groups/676054899892579,OBRADORISTAS POR LA NACION,1,236
facebook.com/184247165536108,¡GRUPO TÁCTICO A FAVOR DE AMLO!,1,257
facebook.com/groups/232533307980612,Luisa María Alcalde fan group,1,384
facebook.com/groups/307630206506529,JOSÉ GERARDO RODOLFO FERNÁNDEZ NOROÑA 2030 - 2036,1,395
facebook.com/groups/319257768149486,"MÉXICO DESPIERTA,NO AL PRIAN ☑️🧿",1,158
facebook.com/groups/333245203915533,Mi Presidente,1,346
facebook.com/groups/152014668968325,"CHALCO EL BELLO ,SIN CENSURA , AMISTAD , POLITICA , DEPORTES Y DISCAPACIDAD",51,1
facebook.com/groups/711402336305127,Cristina No Se Toca (Somos 35.000 | Grupo De VLV - Viralizando La Verdad),8,205
facebook.com/groups/107264422651531,"Yo voy con AMLO, yo voy con la 5T",1,319
facebook.com/groups/1231044700351976,DELFINA GOMEZ MORENA,1,286
facebook.com/groups/2718236985124712,NOROÑA ÚNICO CAMINO,1,104
facebook.com/groups/167379761291018,★VESTINE AND DORCAS FANS★,15,57
facebook.com/groups/444933775915760,Amakuru yo mu Rwanda,15,107
facebook.com/groups/1689930131282560,Debate Irati.,2,25
facebook.com/groups/1716200501919086,Do'a ABAH GURU SEKUMPUL Indonesia,14,29
facebook.com/groups/308769034693441,Dakwah Ustads Hilman Fauzi,14,29
facebook.com/170776213506329,BOLSONARO (Baixada Fluminense),2,33
facebook.com/groups/2167317393591928,Dr. Serginho  “O Meu Deputado Estadual”,2,5
facebook.com/groups/286484645715140,Ricardo jones patriota,2,5
facebook.com/groups/1683051221962480,Barrio Cuartel V Moreno,8,4
facebook.com/groups/1873433109603109,GENERAL RODRIGUEZ VENTA 47.582 MIEMBROS,8,4
facebook.com/groups/3047956795441156,Mercado Libre Grand Bourg,8,52
facebook.com/groups/440772529908425,Noticias de Jose C.Paz,8,36
facebook.com/groups/1019873728032797,Educación con Aguante,8,7
facebook.com/groups/1762179314022824,MENTIR A DIARIO,8,114
facebook.com/groups/1673739589514393,Նորություններ / NEWS,31,7
facebook.com/groups/1855021701475637,ՀԱՅԿԱԿԱՆ ԼԵՌՆԱՇԽԱՐՀ,31,7
facebook.com/groups/365246870649654,Armenia🇦🇲Հայաստան,31,7
facebook.com/groups/507109032796257,Վաճառք/Ծառայություններ/Հայտարարություններ,31,18
facebook.com/groups/1034134523618356,IVUGANGINGO TV - SUBSCRIBE,15,47
facebook.com/groups/1064760043898655,INKURU Z'UBWENGE KANDI ZIGEZWEHO (CHRIS NANDI,15,8
facebook.com/groups/2451612584900316,Afrimax Tv Rwanda🎙,15,39
facebook.com/groups/2920261344724649,"GEOGRAPHY,QUESTIONS AND ANSWERS",15,8
facebook.com/groups/624517948955731,ISHURI RY'URUKUNDO,15,57
facebook.com/groups/1612450152102976,Opozicija i narod PROTIV Vucica i tajkuna,52,1
facebook.com/123014924007,BOL,2,14
facebook.com/groups/1962055680581234,Pátria amada Brasil até morrer!,2,99
facebook.com/groups/167125481097388,yo te avise ✌️,8,192
facebook.com/groups/362656984782721,Yo quiero a LEANDRO SANTORO Jefe de gobierno,8,28
facebook.com/groups/466987854082618,AXEL KICILLOF PRESIDENTE,8,209
facebook.com/groups/396946974753073,"Jual beli mokas Gombong, kr.anyar,sruweng,kebumen,dan sekitarnya",17,6
facebook.com/groups/2502351876528193,Yo apoyo a Evo Morales,8,55
facebook.com/119965511397379,LULA LÁ BRILHA UMA ESTRELA,2,89
facebook.com/1661196214097267,#A GAZETA ESQUERDISTA CONTRA O COISO,2,99
facebook.com/groups/103351503361067,Coxinhas da Deprê,2,13
facebook.com/groups/153250185219920,GUERREIROS PETISTAS,2,69
facebook.com/groups/204697814186134,Esquerdopata sincero .2.0,2,17
facebook.com/groups/294000014549225,Todo Mundo Odeia o Bolsonaro,2,89
facebook.com/groups/1012486915590788,® BOLSONARO - GRUPO DE APOIO √,2,15
facebook.com/groups/121485961222639,BOLIVIANOS SIN FRONTERAS,2,6
facebook.com/groups/214282446481036,Grupo Cabildeo Digital,2,6
facebook.com/groups/2206070342977035,Los Seguidores Del Quispe,2,13
facebook.com/groups/506055799958276,Movimiento. REPÚBLICA DE BOLIVIA,2,14
facebook.com/groups/635054296530359,Oyentes de Confidencias de Panamericana,2,35
facebook.com/groups/759320940944899,¡EL 21-F SE RESPETA!,2,6
facebook.com/groups/1073338506474180,BELY Y BETO,1,67
facebook.com/groups/1140662579713571,PRESIDENTE BOLSONARO E SEUS APOIADORES,2,52
facebook.com/groups/1268318843364380,"Fans de Youtuber por la 4T, Estadística Política, Cocinando la Noticia.",1,357
facebook.com/182668068770987,MALAYSIA BUAT APA HARI INI,42,7
facebook.com/438140389896977,Friends Of PAS Original®,42,8
facebook.com/groups/191384288255454,PERSATUAN ANAK SABAH DI SEMENANJUNG,42,7
facebook.com/groups/198577307733943,Kelab Penyokong Apek Cina,42,7
facebook.com/groups/2311308595643432,PUTATAN VOICES!!!,42,7
facebook.com/285780735271694,#LulaLivre,2,14
facebook.com/346515329081671,LULA INOCENTE  NOSSO PRESIDENTE,2,79
facebook.com/groups/1622806397989664,LULA PARA SEMPRE,2,32
facebook.com/groups/1689573447802856,Militantes De Esquerda,2,130
facebook.com/groups/1825088571075556,COMITÊ NACIONAL LULA13 PRESIDENTE,2,53
facebook.com/groups/231774864819860,PETRALHANDIA,2,110
facebook.com/groups/3439658602826522,Lula🧔🏻A Força do Povo✊🚩,2,7
facebook.com/groups/1915190388731901,雄藩日本,30,2
facebook.com/groups/403135114012681,憂国烈士2,30,14
facebook.com/1220097674691077,Yo del PSOE🌹,19,14
facebook.com/319332241611218,Todos con Podemos,19,14
facebook.com/groups/1116214325117979,Creando Bierzo SIN CENSURA,19,14
facebook.com/groups/1383908605012565,"UNIDOS PODEMOS, PRONTO GOBERNAREMOS",19,14
facebook.com/groups/1492188291071537,SEGUIREMOS APOYANDO A JESUS CINTORA,19,32
facebook.com/groups/246895092455994,La Resistencia de La Cafetera,19,14
facebook.com/groups/292293974770843,ANTIVOX ANTIFASCISTA,19,14
facebook.com/groups/359931274921205,YO APOYO AL GOBIERNO Y UNA III REPÚBLICA.,19,14
facebook.com/groups/489477784584079,DEMOCRACIA DE VERDAD,19,23
facebook.com/groups/545903347563449,SUMAR,19,14
facebook.com/groups/567768450078898,"Contrainformación - Política, actualidad, derechos y ecología",19,14
facebook.com/groups/1119271311512123,Nei til NRK's Tvangslisens,39,8
facebook.com/groups/1591321524466392,Vi som har fått nok av diktaturet på stortinget!,39,13
facebook.com/groups/1725892907658605,Geir Ugland Jacobsen følger vi!,39,8
facebook.com/groups/2137529009819509,Stopp FNs Migrasjonsavtale,39,16
facebook.com/groups/221915348319527,Christian Tybring-Gjedde bør bli Statsminister!,39,8
facebook.com/groups/508318539828252,Folkeopprøret FOR folkevilja,39,8
facebook.com/groups/1309521555745477,*URNA ELETRÔNICA EU CONFIO*,2,6
facebook.com/groups/243569699348405,#LULALIVRE,2,6
facebook.com/groups/2651421581830636,Estou com Lula Presidente,2,37
facebook.com/groups/349819319481450,Amigos do Presidente Lula.,2,57
facebook.com/groups/405423046654936,BRASIL CONTRA BOLSONARO / GOLPE E DITADURA MILITAR,2,13
facebook.com/groups/1010129806075210,AUTOS EN VENTA LA PAZ Y EL ALTO,21,114
facebook.com/groups/10480761897,alejandro fernandez,21,114
facebook.com/groups/1048285525977038,Kiralık Aşk,21,310
facebook.com/groups/1053616178050441,Planificaciones Ecuador,21,114
facebook.com/groups/1144896639354639,Las dosis diarias,21,114
facebook.com/groups/1177391896279661,Tom kaulitz,21,114
facebook.com/groups/1634709173512155,Coatzacoalcos Noticias,21,301
facebook.com/groups/167473440785571,Microblanding ceja pelo x pelo,21,114
facebook.com/groups/194399129362406,EMPLEO BIMBO,21,279
facebook.com/groups/202804704929241,💖 Defne & Ömer por siempre 💖,21,114
facebook.com/groups/2063866247109760,MR BEAST,21,114
facebook.com/groups/2340366249601060,venta de ropa de colombia a ecuador,21,114
facebook.com/groups/2443619322518479,Tarjeta mides saldo,21,114
facebook.com/groups/25858591291,Padre Hollman Londoño,21,271
facebook.com/groups/2587874518013156,DOCTOR MILAGRO,21,114
facebook.com/groups/299118094439666,Cocina sin harina,21,288
facebook.com/groups/3313408695564243,Nadia Ferreira Mis Unibersal,21,310
facebook.com/groups/3810110079024905,El Queso (El famoso Queso),21,114
facebook.com/groups/382555433438199,reality el poder del amor Estambul,21,121
facebook.com/groups/384630512022303,Codigo Rojo Laguna Oficial,21,144
facebook.com/groups/398747764613299,❤😍 pasión por las motos 🏍 🤝,21,271
facebook.com/groups/416760410188687,mayoristas gamarra,21,114
facebook.com/groups/438721361159173,Hauser cello,21,114
facebook.com/groups/458066244721890,Frases De Teresa,21,114
facebook.com/groups/514294443454046,"MODALIDAD 40 , IMSS , AFORE , PENSION , INFONAVIT ,  CASAS",21,313
facebook.com/groups/519416905830684,Ropas de poco uso en venta,21,114
facebook.com/groups/531040717851466,fans leonardo parkas,21,288
facebook.com/groups/619429898613901,Mr Pier Agencia de Marketing SAC,21,271
facebook.com/groups/625576120810121,RENTA cuartos Y DEPAS MAZATLAN,21,114
facebook.com/groups/639941601135872,José Torres Oficial,21,235
facebook.com/groups/702978653750438,MEMES CHAPINES.  🇬🇹,21,114
facebook.com/groups/784011312343921,lindos tejidos,21,379
facebook.com/groups/805650796875587,Ciudad Juárez Oldie,21,182
facebook.com/groups/827530427449807,carros menos de 30 mil Querétaro,21,114
facebook.com/groups/847913959778651,Lázaro Vazquez,21,114
facebook.com/groups/864920414451073,remedios caseros para toda clase de dolor entre todos no podemos ayudar,21,341
facebook.com/groups/892799437457575,Nacidos bajo el signo de Leo,21,114
facebook.com/507230786343491,ニュースパス24,30,3
